N=1, N=2, N=10, N=100
0.475285, -0.473334, -0.721303, -1.14535
-0.380421, -0.691334, -0.0366942, -1.89273
2.28054, -0.473721, -1.00865, 42.8911
-0.834983, -0.881253, -0.53068, 0.578001
112.702, 0.279708, 0.375583, 1.31466
0.741346, -2.23388, -2.74134, 1.63878
60.0298, -1.92498, 2.41333, -0.0887875
6.73663, 1.41369, -0.815201, 0.684204
-9.17932, -0.656978, -0.0719163, -2.11811
-0.245712, -0.0207426, 0.574543, 0.368475
-0.998518, -3.4861, 1.1435, 0.50635
2.12037, -0.405282, 8.25473, -0.193416
-0.638189, 1.30934, 0.0934291, -0.289592
-1.36294, -0.220617, -0.647333, 0.205354
-0.075798, 1.73369, 1.07073, -0.0841932
0.0755394, 2.55207, -0.0289367, 2.41411
0.97108, 1.00403, 0.507801, -0.0175431
2.1467, -0.764649, -1.99773, -0.896505
4.67371, -0.0285729, 2.79913, -0.00589943
-2.25856, -0.388335, 2.99589, -0.0486824
1.79318, -0.251038, 1.94887, 0.884494
0.719463, -0.335307, -18.0231, 0.330188
-4.06114, 0.175227, 4.87048, -1.28323
2.29283, 0.446206, -0.309719, -1.78406
-0.413234, 0.635212, 44.2392, 0.518529
-2.20465, 0.157849, -1.31666, -0.430754
0.247263, 0.444119, -2.4249, 0.470435
-0.283635, 1.30564, 0.643623, -0.166994
0.304376, 5.25476, 0.924228, -0.0210196
-1.76482, -1.01619, 1.06842, -0.0213927
-0.359769, -17.0038, 0.798384, 0.0127434
1.95779, -2.12852, -0.184033, -2.86966
-0.566026, -0.264036, 1.34605, -0.878104
5.05789, 0.382334, -1.23155, 0.140088
-0.360872, 15.504, 0.713087, 0.1365
2.24499, -3.23122, -0.227307, 2.44917
-0.400242, -171.305, -1.63855, -0.170124
-5.75029, -0.42961, 0.328871, -3.50487
-0.00375385, 0.401723, -0.715813, -2.36169
-1.51527, -0.280271, 5.41509, 2.35416
2.40761, 5.58379, -0.623924, 1.69745
-19.5221, -1.52602, -0.107766, 0.254164
-5.87052, -0.293388, 45.5696, 0.345056
-1.49916, -4.62831, -7.15072, 0.254609
3.16987, 0.187051, 12.0432, -0.172076
-0.82071, 0.18837, 0.307888, 0.493835
-0.661781, -6.58295, 1.62152, 0.23407
0.516885, 0.354221, 0.446903, -4.20041
-0.251991, -0.328672, -0.600482, 98.0444
0.675386, 1.3939, 0.158134, 0.691281
0.00599102, -14.0591, 0.971013, 2.55656
-0.266403, 0.644773, 1.09176, 16.045
1.73605, -3.7135, -1.25575, 3.32621
8.82741, 1.71876, -3.64243, 0.300916
2.55541, -4.18272, -1.4184, -0.22532
-2.80318, 0.34712, 0.452464, -1.96614
0.124334, 2.36611, 0.905548, -0.553489
3.54536, -0.229469, 0.0621562, 0.0139793
-0.397987, -0.376711, -16.3848, 1.26573
-1.61277, -9.52867, 0.324767, -0.630796
0.0404594, 18.0019, 0.317875, 0.257276
2.46622, 0.563324, -0.0128733, 0.898741
1.27873, 11.2608, 10.6655, 0.562034
-0.436538, -3.0559, 3.03077, 0.66511
0.0344121, 0.700402, -0.244334, -0.0765572
-0.545231, -0.429265, -0.262079, 2.38759
-1.51369, 0.714294, 2.46597, 0.739977
-1.85511, 2.16305, 1.12837, 1.87359
-4.77423, -0.146093, -0.305216, 0.496391
-0.767328, 0.0339834, 0.428432, 1.56939
2.0368, 1.96999, 0.550844, -29.2136
-169.623, -1.33947, 0.0941428, 1.32619
-1.76235, -0.377056, -0.442876, -0.108019
-0.500332, 7.67498, 0.529223, 2.25634
0.152045, 1.22408, -8.56369, 0.88902
1.8061, 1.65526, -0.512491, 4.19356
-0.513142, 0.908948, 0.146628, 0.529662
0.643482, 5.13531, 4.29954, 0.489972
0.491352, -58.4417, -1.16184, -1.99236
0.977886, 2.71114, -1.02068, -0.931445
4.1058, 0.0907011, 3.33484, -0.0043674
-0.0713331, -1.01085, -2.18563, 0.186228
1.89964, 0.330611, -1.66511, 0.78487
3.16842, 4.66413, -1.47026, 3.03253
0.801704, 0.92326, 1.79236, 0.26673
-0.142755, -0.81648, -1.17205, -0.0356142
-6.94719, -0.144133, 0.164688, 2.15781
-1.73659, 4.35252, 1.29049, -1.27217
-0.918924, -0.0292114, -10.4035, 1.06218
-3.48334, -0.438512, -3.98659, 0.0294099
-0.0138884, -3.31791, -0.709157, -51.6512
1.10668, 0.0347647, 1.01969, -0.32082
3.89477, 0.429588, -2.06611, 1.18436
-0.0778892, 0.380057, 0.947452, 0.0643363
-3.13523, 0.984686, -0.998846, 0.297152
0.403922, -3.08819, -2.35732, -9.53913
0.956191, -2.01844, 5.96962, 1.32145
0.136058, 0.536379, 0.105875, 0.249295
0.310417, 0.644723, 1.03421, -2.34406
-5.06613, 2.21784, 2.39136, 1.01169
0.587298, -12.7914, 0.213537, -2.07369
0.936923, 1.68548, -0.736671, -0.866133
0.438519, 3.58056, -3.34804, 2.1668
-0.0320934, -0.439342, -2.53746, -0.591539
0.446593, 0.625343, 6.39886, -4.68709
-0.987956, -1.14662, 0.371324, 2.14456
-0.53381, -0.468924, 0.419194, 47.0371
0.768812, 1.20481, 2.37613, 0.710312
-0.919994, 2.20473, 1.346, -0.809876
-7.48977, 0.00360011, 0.526382, -2.14601
1.41332, -1.37261, 1.03605, -0.526855
1.99745, -0.241706, 0.22805, -0.018357
1.08506, 1.32602, -22.7701, -0.422605
-0.355282, -0.707575, 0.221914, 0.40679
0.546889, -3.57416, -0.417426, 0.27601
-0.0321606, 0.880063, 1.20193, -5.04713
0.32771, -1.5017, 2.19684, 0.210859
3.9941, 0.432044, 5.35148, -4.61443
0.439926, -5.2687, 0.084907, -2.35254
0.442805, 9.62194, 0.891775, 0.475283
0.52268, 0.158712, 5.22714, 0.814338
-3.14626, 0.703054, 3.39993, 0.191363
1.19473, -4.5577, -0.162523, -1.07588
1.11703, -7.62773, -0.675385, -0.200517
-0.377767, 0.854193, 2.92745, -5.7783
0.168915, -1.66969, -1.3695, 2.23339
1.35637, 0.435232, -8.02614, 0.343314
-0.69999, 0.291947, -2.12888, -2.99213
-0.775009, 2.54619, -102.535, 0.596595
-2.715, 0.252582, -1.60578, 8.48609
-1.10415, 0.0439885, 2.31351, 0.27691
-3.34804, 0.356033, 5.36103, -0.344437
1.41371, 3.42213, 12.6701, 0.113642
0.193845, 0.447453, -1.70067, 1.04115
0.304894, -1.5817, 0.704091, -1.27926
5.05586, 1.16322, -3.7042, 0.201947
3.73713, 0.725869, 0.0879854, 2.4649
2.0277, -0.127234, 0.452316, -1.51466
0.315966, -2.07884, -0.778186, 0.592263
-5.71608, 0.317831, -1.24191, 0.694786
-1.68371, 1.04075, 3.09777, 1.02018
24.6069, -3.17411, 0.510458, 0.434929
0.841633, -0.138509, 4.09922, 20.462
-0.477302, -0.0180734, 9.5507, -2.3784
-2.15786, 0.277743, 1.52657, 0.467777
2.72143, 0.366458, -25.3478, -0.630655
0.374758, 1.43258, 0.623756, -4.78182
0.969129, 1.83697, 2.90485, 0.529667
-6.48316, -2.60175, -4.53609, 1.08292
1.71418, 0.653328, 9.84956, -1.12166
1.87008, -14.2325, -0.0517516, -0.236172
0.948401, -3.57037, -3.10593, -6.26833
-0.690833, -0.892202, 2.35423, 0.524709
0.489791, 43.3609, 3.99799, -0.422308
14.2975, 1.36808, 0.163569, -0.671258
0.433635, 0.290172, 0.20566, 0.483438
-1.04791, -0.979244, -2.37692, 2.24072
0.798629, -0.639436, 6.73853, -2.64358
-0.90968, -0.257013, 0.065061, 0.849423
1.53418, -0.2025, 1.82957, -1.17285
0.622307, 2.37738, -0.186217, -10.2536
-2.66807, -0.0284909, 0.0426747, -0.30883
2.00693, 0.427825, 0.328894, -0.28077
0.230745, 0.988248, 0.259128, -0.257588
0.660028, -5.15703, -0.106086, -0.385996
-0.911488, 26.9569, 0.562472, 0.561018
7.6551, -3.55361, -1.49174, -0.553087
-0.904909, -32.5635, 0.671791, -0.492883
-2.77053, -0.746571, 1.89007, 5.40323
71.2566, -1.75811, -0.470188, -1.31635
-0.0417846, 2.16551, 1.68385, 4.74185
-23.6813, -1.33067, -0.680254, 0.40668
0.958276, 7.09027, 0.0796123, 1.31436
2.11723, 1.15469, 0.950245, 8.90621
-1.28648, -0.171222, 0.37188, 1.1188
0.709955, -0.457842, 8.99908, 6.45587
-0.800478, 1.3469, 2.07983, -0.172611
0.106043, 1.682, 2.87334, -4.91655
1.08699, -0.033229, -1.18539, 0.242424
-1.99638, -0.0822737, -1.21586, 1.92042
0.860468, 0.187097, 0.328423, 0.0897097
-0.958873, -3.86605, 0.00350156, -3.81085
0.453333, -1.47359, -0.194437, -3.177
1.14509, -0.369451, -1.42714, 3.99105
-0.917559, 2.41994, -19.4481, -1.48553
3.19739, 1.04488, 15.5706, 1.36337
-0.367841, -1.10532, 0.992632, -0.0279219
-3.63355, -0.0591225, -0.155187, -0.346061
0.0559322, -1.71429, 0.802298, -1.87259
0.174406, -1.36652, -2.76493, -0.519518
-9.40125, 0.668565, 0.258623, 17.7989
1.35526, 0.259527, -1.63815, 0.15366
-5.9659, 0.302314, 0.242782, -0.512152
0.395452, 0.0161503, 0.219372, 0.367839
0.119746, -279.555, 0.633819, -0.977615
0.586336, -0.268395, 0.142699, -0.259741
-2.46579, 0.693808, -1.72437, 3.39477
0.856916, 1.56069, 0.681208, -48.8417
0.353025, 0.630416, 0.492898, 4.14227
-1.93953, 0.279957, 1.92592, -3.15824
-0.483738, 2.60917, -0.442696, 2.20032
11.1932, -0.495458, -0.271799, -0.153896
-0.85417, 0.724693, 0.150139, 0.481264
0.611631, -0.14021, 0.0380681, -0.528431
0.611977, -0.0030993, 2.96805, -0.128458
0.775316, 3.29721, -2.8129, 0.604176
-0.19321, -0.284807, 0.515929, 0.827907
-0.0431818, 0.751026, 2.77314, 0.107886
-3.22579, 0.374608, 0.711437, 0.532481
7.17933, -2.59493, 1.58623, -0.790016
1.22122, -0.553662, -3.90639, -0.409598
0.538211, 4.56479, -0.0287505, -0.803539
14.4693, 0.113981, 2.07979, 0.202616
1.13921, 1.46673, -0.160418, 0.732379
1.24826, -11.9793, -3.17631, -0.371369
0.490912, 3.04631, -1.26069, -1.55333
-0.102478, 0.982737, 2.91312, -1.65975
0.300865, 0.626644, 1.08552, 0.208576
0.240997, 3.76161, 0.441212, -8.74025
0.461466, 1.16692, -12.8687, -0.791595
-558.64, 0.44989, -0.252629, -0.655516
-0.302319, 4.82279, -1.96255, -10.4201
1.07451, 1.96428, 0.166817, 0.410282
0.442683, 6.40683, 1.27136, -0.463046
-0.625905, -0.789411, 0.22206, -1.04278
1.95696, -0.127433, -0.709139, 2.99806
-1.03845, 0.428598, 0.95004, 0.743178
-1.03033, -3.20827, 0.811708, -2.72576
3.42157, 0.610053, 0.317155, -0.221229
0.773518, -4.89516, 0.116857, 0.107971
-0.883537, 2.92759, 0.306761, -4.29621
1.99295, 3.21987, -0.177069, -1.40923
-0.157901, 6.62528, 0.229836, -0.6631
0.64177, -0.233778, 0.144561, -0.700813
7.74987, 0.300065, -0.343466, -2.44952
0.923261, -0.44061, -4.90767, 3.12705
-1.34173, -3.66723, -10.6531, 4.17322
0.134877, -0.223117, -2.19508, -0.280285
0.48561, 3.61628, -1.02881, 0.111472
-2.45549, -8.0001, 0.739861, 0.927589
-29.1993, 1.62123, -3.32714, -1.74239
4.29071, -1.07212, 5.70089, 1.42448
-7.45094, -1.65767, 0.140935, -0.106606
0.32069, 2.2606, -1.80031, -0.00715986
-0.759157, -1.75003, 5.82448, -0.683963
-0.48551, -3.17377, -0.0317506, -1.62704
-0.238065, 2.7841, 2.07832, -0.0162292
0.850194, -2.05077, 1.13196, 0.252953
1.10776, 1.77422, -3.50948, 1.35101
5.22403, -0.973532, -0.0171834, -0.861515
-1.39902, 0.267497, 6.33373, 2.21611
-2.41791, 1.64787, 0.130706, -0.106823
-0.101277, 0.976347, -0.996145, 2.37015
1.79329, -0.650899, -3.10761, 0.579701
3.38886, 0.623606, 3.2607, -6.82896
2.50649, 13.5151, -0.654501, 2.8942
-6.25113, -13.6971, 0.43532, -1.43963
6.02122, -0.243451, -0.904565, 0.220292
0.562734, 3.12188, 0.382821, -0.163129
0.102265, -10.5358, -1.54585, -0.651264
0.387811, -11.5224, 3.6947, 0.548295
3.4001, -1.5884, 0.625639, -2.7238
0.521916, 1.31368, 1.67259, -0.537793
0.83211, -1.52795, -13.3089, -0.768023
-0.103983, 3.819, -2.26832, 2.138
-1.88218, 1.14575, 30.3556, -0.104475
0.0142238, 0.0531635, -0.779453, 12.7969
0.868808, -0.626443, 1.06794, -0.265602
-0.798899, 7.80509, -1.61284, -3.5888
1.58957, 324.298, 6.04987, -0.29419
-10.485, 1.05423, 4.30968, 0.281114
1.50857, 2.12513, -0.926991, 0.914051
-1.49106, -1.72806, 0.510765, -1.84461
0.259848, 0.861386, -0.883523, -0.459681
0.0945303, 0.752748, 0.106189, -0.201245
2.36312, 2.30022, 0.204626, -0.87713
0.592216, 0.35898, -4.67186, 0.0651087
-0.652182, 45.6486, 0.337615, -125.281
-7.97941, 7.24563, -0.149453, -0.790655
1.36101, -0.452935, -3.61266, -2.03479
-0.240019, 0.173937, 2.79124, 0.453497
0.0649586, -1.09945, 0.185434, 0.812175
3.24682, 0.52849, 0.960226, 0.983966
-0.507701, -3.95976, -0.298785, -0.956009
-5.76374, 0.46224, -0.769546, -1.86166
3.60934, -1.24621, -4.46984, -4.36579
-2.33355, 0.0855311, -0.260729, -8.03808
0.521534, -12.632, -0.569835, 1.29156
-2.05836, -1.154, -1.66921, 2.56824
-0.359241, 1.73299, 1.70069, -0.773471
-0.221793, -6.72126, 1.36702, -0.352146
0.402659, 0.798221, 1.20586, 0.287006
1.2489, 0.0597717, 2.75316, 0.050862
-0.0519077, 0.139628, -5.45966, -2.52246
0.155559, 1.78301, 1.14996, -12.1671
-0.253467, -1.30269, -2.78531, 3.03057
-0.263274, -0.258006, -2.37153, 27.2104
-0.113388, 5.18468, 1.785, 0.658455
0.572231, -28.4646, -1.30933, 0.340184
1.30681, -0.270857, 0.67446, 0.995578
-0.286557, 0.0255367, 0.988393, -0.193042
-1.12864, -0.545081, 0.399539, -0.35036
2.96083, 0.61869, 3.46062, -1.65171
-5.67414, 0.4017, 1.62614, -1.26032
5.31966, 1.07965, -6.04426, -0.505059
1.08001, -0.457784, -0.349688, -1.55363
0.282028, 1.08474, -0.140568, -0.93391
-0.061586, -1.01839, 1.63588, 0.0786254
2.51568, 0.650485, 3.12716, -0.236552
-1.42161, -0.349035, -0.0887663, 5.83901
3.57258, 6.31398, 0.12726, -0.585623
-0.87971, 0.294936, -20.4974, 0.0315304
-1.73451, 0.660849, -0.116248, -0.631509
30.1242, -0.203086, -4.9184, 0.33569
-0.594681, 64.9267, 3.25142, -1.15521
1.24534, -0.905763, 0.61262, -0.255868
1.15874, 1.43831, -0.263952, -1.12782
-1.28276, -0.135425, -1.54285, 48.9608
-0.435472, -4.25244, 0.61027, 1.05612
7.09812, 2.54704, -1.05745, 0.447747
-0.728786, -1.49576, -0.0822652, -0.34986
-11.7578, -0.388056, 0.802184, 1.26643
0.572647, 7.06049, -4.90222, 1.35174
1.19653, 0.0573517, -0.202922, 0.275137
0.00927458, -1.64939, 0.135237, -6.25763
-2.76309, -2.14052, 0.220191, -2.98156
2.76222, 0.731704, -0.80793, -4.77302
1.70734, -1.36286, 0.138678, 34.1391
4.19434, 0.662514, 1.2145, -2.91927
-26.0968, -1.01348, 1.26934, -8.31216
-0.353619, -14.2392, -0.427503, 1.99375
-5.41382, 0.542608, 1.86959, 8.10734
-4.00188, 0.211663, -0.239396, -0.578814
0.719292, 0.307659, -0.669268, 3.99318
8.65136, -3.43657, -3.22427, -2.28919
0.198637, 0.655359, 7.33543, 0.353458
-0.148238, -0.0246567, 0.192163, 2.02843
0.0294605, 0.242083, 3.05408, -0.479923
0.00540321, -0.0939808, 1.94932, -1.16705
-0.416999, -0.491586, 0.0562186, 1.73293
0.421305, 1.05863, -1.4616, 2.74855
0.767541, -1.95463, 0.654437, -0.856126
-6.23299, -2.83443, 3.28543, 1.40749
0.117015, -0.980716, 0.27248, -0.963015
0.905767, -2.47945, 1.66585, 1.00662
0.663054, 19.2688, -2.6283, 0.412104
-1.83978, -1.22727, -7.70718, 0.778483
-0.565521, -3.56265, -0.474989, -1.02495
-1.56008, 0.46102, 0.220214, -1.08538
0.295816, 172.145, 2.58977, -0.410274
0.646567, 24.5353, -1.13739, 1.57315
5.83318, -1.60687, -0.680268, -0.751966
-1.1243, 0.447074, -0.416425, 0.61856
1.02843, -2.502, -4.82712, -0.351385
1.95069, 0.5409, 0.591826, 0.218048
0.235914, -1.5304, 0.662948, 0.346025
-0.315138, -5.65064, -44.6236, 1.5889
0.134202, -3.72324, -2.01235, -7.59925
1.1176, 0.350084, 0.811002, 0.174717
0.512226, 1.76143, 1.00269, -5.06347
4.05169, 1.76976, 1.32944, 0.650476
-1.25499, -1.51632, -1.01086, 5.09255
1.59348, -111.77, -0.237841, 1.53296
0.213609, -0.254962, -1.78924, 0.367988
3.24573, -0.177827, 2.55194, 8.504
0.599561, -0.596941, -0.0574015, -1.23996
3.81257, 0.204991, -0.564942, -9.30238
0.450687, 0.610796, -2.82837, -1.17349
1.10615, 0.030278, 3.88564, -1.4346
0.588284, -69.742, 1.54851, -3.24851
4.0585, -2.10077, 0.144901, 1.01749
0.412037, 0.0401781, -0.245364, -2.35396
0.369726, -0.861542, -17.3428, 1.06892
0.623834, 0.601981, -0.641924, 1.76461
0.164942, -0.856193, 6.98671, -2.34592
0.205145, -1.10056, -5.05062, -0.191469
15.7065, 4.53212, 0.040543, -0.966421
-2.30838, -0.131736, -1.62802, -0.720607
-0.740343, 2.0501, -2.66966, -0.474823
-1.42521, 0.0487854, 0.639438, -1.51221
-1.39637, 1.54641, -9.66452, -2.37586
0.927486, 1.51222, -1.04328, 0.543102
1.0024, -0.288915, 0.896892, -0.377045
-1.81193, 4.61926, -6.13023, -3.2299
0.58948, -5.11323, 0.697104, -0.788073
1.60434, -1.06833, 0.316921, -63.8189
-8.48823, 0.78146, -0.761323, -0.769074
1.81585, -1.11907, -16.5372, -1.20253
-7.77013, 0.247368, -7.18622, -15.082
0.600371, 3.09089, 7.43758, -20.2181
-0.253424, 2.36487, 0.528397, 0.167453
0.705014, -0.350462, -0.213404, 2.16053
-0.399746, -2.40336, 2.80396, -0.435846
0.166024, -26.923, -0.45864, 1.96902
2.11341, 3.56194, -2.25911, -0.134464
1.17573, -0.652693, -1.1831, 0.346167
-0.329468, 0.926685, 35.6955, -2.78824
0.52982, 0.256607, -6.80384, 0.65917
-1.72696, -0.395251, 0.366626, -0.917128
13.0409, 19.5215, -3.05846, 2.18076
-8.25935, 7.74393, 2.3674, 0.98363
0.491612, 1.29156, -1.34555, -1.07282
-2.4816, -3.48078, -158.175, 1.51806
3.37973, -2.32162, 5.82025, 0.419906
-0.027593, 2.90655, -10.0272, 0.794132
12.9275, 0.533181, -3.7484, 0.241372
-0.160138, 0.0429453, -0.170169, -0.196779
0.54323, 0.657944, -1.74426, -1.23746
-0.0878056, 3.94464, 0.450898, 0.875796
-0.350129, -0.936462, 1.94009, -0.644326
-2.70641, -0.124005, 0.191401, 1.79082
0.960147, -0.457302, -1.20228, -2.9366
-4.64781, -0.559071, -3.19712, -14.6663
-0.188878, -0.543928, -1.72495, -3.09473
-2.63053, -0.248591, -3.06155, 23.7003
