N=1, N=2, N=10, N=100
0.0131672, 0.440751, -0.185402, 0.0106548
-1.60075, 1.01318, -0.164948, -0.0216358
0.889846, 0.109667, 0.125495, 0.0973402
0.56324, -0.705197, 0.23893, 0.0374519
-0.35319, -0.865421, -0.242416, -0.0110522
-1.66988, 0.0806191, 0.0119294, -0.100779
-1.24293, 1.35423, 0.350578, 0.0231775
-0.997653, 0.516298, 0.0709146, 0.111483
-0.00632271, -0.755281, 0.0135031, -3.32147e-05
-0.453967, 0.584618, 0.407933, 0.190723
-0.951315, 0.741555, 0.56226, 0.055491
0.181397, 0.271127, -0.407082, -0.0732292
0.963007, -0.733013, 0.36286, -0.0291494
1.06348, 0.447963, -0.135794, -0.21483
0.772617, 1.16988, -0.387703, 0.078006
-0.0377304, -0.407795, 0.256208, -0.00445543
0.563247, -0.974198, 0.215955, -0.0781723
1.70297, -0.0686975, 0.304281, -0.141537
0.817716, -1.33041, -0.057667, 0.0776418
-0.301875, 0.408503, -0.731349, 0.0146762
-0.884463, 0.50923, 0.362285, 0.0357165
0.752389, 1.06117, -0.318175, -0.111175
0.634481, 0.362236, 0.437303, -0.0199175
1.02622, 0.558078, -0.210333, -0.0402705
0.669981, 0.846813, 0.420081, 0.0688437
0.242852, 1.04614, 0.378278, -0.103291
-1.17684, -0.656745, -0.530927, 0.0559917
-0.965751, 0.401109, 0.335688, 0.0557491
-0.299426, -0.155511, 0.155403, -0.00964104
2.11329, -0.546021, -0.193242, -0.0657491
-0.690457, 0.422387, -0.135659, 0.0867867
0.344602, -0.397865, -0.293704, 0.0610051
0.292768, 1.33545, 0.204504, -0.163737
-0.16032, -0.244413, 0.253056, 0.0100237
-0.274628, 0.47598, 0.162951, 0.225261
0.277725, 0.424622, -0.39622, -0.00909638
0.358104, -0.193212, -0.0809321, 0.0236631
-1.25931, -0.286572, -0.0998034, -0.114881
1.66833, -1.3921, 0.0736041, -0.0384203
0.974785, -0.928847, 0.0266995, 0.140838
0.325025, -0.219248, -0.0220726, -0.0259278
-1.54282, -0.331709, 0.123775, 0.114696
1.64649, -0.349087, -0.174972, 0.0331066
2.11683, 0.0203892, -0.144823, -0.0673194
0.389489, 0.249236, -0.558614, 0.101681
0.661976, -0.496575, 0.36095, 0.141404
-0.871903, -0.261811, 0.156339, 0.0435491
-0.27047, 0.203377, 0.17888, -0.027982
-0.910733, -0.232552, 0.39752, -0.133217
-1.68464, 0.247923, -0.304704, -0.0102423
0.465354, -0.108612, -0.187148, 0.0370276
-0.501112, -0.40437, -0.220735, -0.0639966
-0.171666, 0.30944, -0.154475, -0.0260658
-1.12338, -0.456211, 0.214898, -0.158627
-0.561572, -0.574072, -0.386874, 0.160553
-0.253732, 0.4882, 0.37185, 0.117871
0.769058, -1.23548, -0.610579, 0.126831
-0.109597, 0.0617996, -0.170362, 0.0413644
-0.676494, 1.10384, 0.699571, 0.134935
-0.578556, 1.827, 0.306287, 0.123151
0.853225, 0.779779, -0.2024, -0.0020314
-1.254, -0.241348, 0.284832, 0.0928713
-0.925163, 0.968899, 0.0336122, -0.0414113
0.152658, -0.455691, 0.412817, 0.0399514
-1.03769, 0.0208726, -0.187054, 0.0696167
0.927256, -1.66603, 0.38368, 0.00249041
-1.24145, -0.673422, 0.0457471, 0.00315144
-1.71026, 0.498804, -0.096002, 0.106024
-0.0748553, -0.518197, 0.519025, 0.229129
-0.127322, 0.150139, 0.12991, 0.0145114
-0.715702, 1.0918, -0.526928, 0.0919804
-1.22507, -0.88227, 0.122239, 0.0467581
3.19413, -0.189404, 0.42819, -0.0295865
-1.59583, -1.02916, 0.218035, 0.0535262
-0.776872, -0.99689, 0.391361, 0.0806612
0.315916, 0.298649, -0.096289, -0.0367545
-0.746524, 0.140139, -0.157381, 0.186255
-0.126614, -0.450674, 0.157992, -0.0476542
-0.304839, -0.286115, 0.416609, -0.0412284
-1.44118, -0.105497, -0.106779, -0.0168285
1.70398, -0.645722, 0.471894, 0.0724348
0.636739, -0.728241, -0.0565306, 0.0344001
0.973709, 0.464414, 0.386789, 0.00379379
-1.02764, 0.832409, -0.0922053, 0.172752
0.535066, -0.176672, 0.136299, -0.0413019
0.28882, 0.0990728, -1.10085, -0.059261
-1.22037, 0.0460984, -0.443368, 0.102987
0.180803, 0.444067, 0.0912929, 0.0154303
-0.00801809, 0.0924629, -0.141294, 0.0570354
-1.81309, -0.863657, -0.316331, -0.0816506
-0.0813371, -0.404801, -0.396195, 0.121469
-0.213219, -0.464541, -0.207143, 0.0212195
1.57964, -0.848547, -0.05518, 0.269145
0.177891, 0.761739, -0.368977, 0.0425277
1.07595, 0.587871, -0.132844, 0.043601
0.708535, -0.423534, 0.222547, 0.0494233
0.737196, 0.784603, 0.341767, 0.105003
0.365565, -0.112695, 0.574079, -0.178113
1.60095, -0.452636, -0.0408294, -0.00247524
-1.04484, -0.79608, 0.589292, 0.0610049
-0.714176, 0.947805, 0.012929, 0.149562
2.44628, 0.359776, -0.039119, 0.0172635
-0.928451, -0.807417, 0.035532, -0.00421805
-0.323579, 0.685595, -0.334862, -0.222966
0.638775, -1.1655, 0.510948, 0.0594613
-1.52858, 1.11262, 0.132035, 0.0880246
-2.08119, -1.848, 0.395466, -0.0381779
0.933137, -0.224025, 0.0466448, 0.0701194
-0.647226, -0.590922, 0.116507, -0.0811173
2.28837, 0.114276, -0.176393, -0.0700674
1.16704, -0.926368, -0.254336, -0.126545
0.576395, 0.0355767, 0.839447, -0.0653202
0.0660244, 0.153338, -1.03235, 0.0184898
0.89317, 0.299505, 0.00895609, 0.00649337
-1.3789, 0.572306, 0.463571, 0.239891
-0.885224, -0.609218, -0.132478, 0.144269
0.613383, -0.444488, 0.292263, 0.107995
0.218541, -0.175875, 0.256534, -0.00912732
-0.650207, -0.349935, -0.284226, 0.00743949
2.86722, 0.348569, -0.130188, -0.00305523
0.156279, -0.156328, 0.0682277, 0.0847029
0.885041, 0.266469, 0.226828, -0.103019
0.536777, -0.0996266, 0.390049, 0.141446
-1.63477, -0.908865, -0.390445, -0.00446297
-1.75831, -0.266283, -0.00921962, 0.0378047
-0.100481, -0.471457, -0.247666, 0.117626
-1.43257, 0.0921825, 0.0609568, -0.00690662
-0.865526, 0.338479, 0.44273, -0.0617493
0.97676, 0.229625, 0.0562405, -0.288394
-1.88386, 0.424997, -0.333462, 0.0326054
1.32767, 0.498149, -0.00291123, -0.0931863
-2.62275, 1.05406, 0.560329, -0.104877
-3.44495, -0.100665, -0.653294, 0.0911351
0.593964, 1.00651, 0.689511, -0.032417
1.72367, -0.0368523, -0.338777, -0.128498
-0.536461, -0.0485145, 0.236882, -0.0165821
0.830694, -0.892356, -0.289538, 0.00644342
-0.299396, 0.292156, 0.0175335, -0.0802613
0.300168, -0.723853, 0.401108, -0.029403
0.0401577, 0.802193, 0.201316, -0.147532
-0.078553, -1.11496, -0.455723, -0.0118692
1.16871, -0.000738298, 0.427322, -0.0550394
0.0390818, 0.333845, 0.391955, 0.0563688
0.0557471, -0.272103, 0.0648053, 0.0864231
-1.16649, 0.805081, -0.373196, -0.203717
0.321318, -1.43745, -0.433177, 0.123754
0.769196, -0.601284, 0.0487404, -0.055897
-0.799765, -0.521564, -0.105347, -0.12412
-1.10358, -0.798009, 0.428343, 0.0469276
-0.416591, -0.960957, 0.239874, -0.0837364
-0.799554, -0.342546, -0.315521, 0.0701732
-0.980963, -0.70248, -0.033152, -0.0483684
0.454094, 1.07082, -0.145024, 0.126843
-0.223274, -0.790807, 0.293131, 0.0553822
-0.469776, 1.01071, -0.0181651, -0.039952
1.85243, 1.58436, 0.234112, -0.0606054
0.904755, 0.588059, -0.472513, 0.0745023
1.02246, 0.814864, -0.704639, -0.192779
-0.124812, 0.174362, -0.239693, -0.047474
-1.12147, -0.215381, 0.391784, -0.0468364
-1.41005, 0.509031, 0.200919, -0.0569802
0.181102, 0.307467, -0.282694, 0.0611154
-1.61666, 0.0265716, -0.919884, -0.100704
-0.146581, 1.23082, 0.0359447, 0.0201378
-0.97341, 0.186745, 0.338517, 0.134103
-0.463481, 0.59072, -0.279963, 0.11662
-0.368881, -1.47762, 0.310555, -0.0463024
-0.837892, -0.381552, 0.445686, -0.151678
1.38434, -0.275603, -0.189856, -0.141579
0.121116, 0.653662, 0.142669, 0.15883
-0.610569, 0.902685, -0.0415458, -0.0227668
-1.33155, 0.769946, -0.499196, -0.109908
0.429376, -0.505778, -0.176095, 0.0164783
-1.49664, 0.287198, 0.362222, -0.0530062
-1.02808, 1.02303, 0.0190126, -0.0718855
0.429205, -0.0328329, 0.399493, -0.0293651
1.3458, -0.291052, 0.117292, -0.102416
-1.47893, 0.12564, -0.0427252, -0.0129551
-0.927279, -1.29805, -0.311543, -0.0072307
0.160993, 1.1527, -0.107921, -0.0595091
-0.91198, 0.824605, -0.0683861, -0.0284598
-1.32302, -0.713197, 0.466444, 0.044687
0.376552, 0.955613, -0.232513, -0.0935284
0.0917423, 0.681779, -0.169874, 0.142416
-0.808259, 0.838016, -0.0838461, 0.211806
-0.201543, 0.760207, -0.0642233, -0.0603305
0.518491, 0.830472, 0.10559, -0.018056
-0.48356, 0.531662, 0.254248, -0.215943
1.53983, -0.0903287, -0.240204, -0.0727065
0.746753, -0.436335, 0.185576, 0.078225
0.462437, -0.240761, -0.183594, -0.165259
0.312364, -0.0756365, -0.106971, -0.075769
-0.032188, -0.893914, -0.205205, -0.0621384
-0.203864, -0.226402, -0.735344, -0.0705539
0.623903, -0.0546088, 0.0138267, 0.0671249
1.26219, 0.946324, -0.105723, 0.140363
0.346095, 0.401837, 0.00976201, 0.00257351
1.81152, 0.477365, 0.440223, 0.0076822
-0.36424, -0.629129, -0.0775484, -0.0147664
-0.454407, 0.0825304, -0.00867293, -0.0381498
-0.792357, -0.541334, 0.0586975, 0.0929737
-0.549564, 1.12779, 0.30454, 0.0569677
1.25507, 0.906556, 0.0318153, 0.0304132
-1.27293, -0.0843281, 0.210022, 0.172803
1.06249, -1.0313, 0.0670002, 0.180285
-0.21646, 1.63985, -0.20359, -0.0541015
-1.08751, -0.72016, 0.283742, 0.116898
0.148641, -1.48411, -0.452772, 0.00696344
1.70432, -0.747665, -0.0368202, -0.0115057
2.40218, -0.336046, 0.861135, -0.154096
0.322931, 0.236169, -0.179908, 0.079639
0.851824, 0.26267, -0.361585, 0.101531
0.828964, 0.173411, 0.0994488, -0.0725431
-0.518812, -0.444216, -0.043387, -0.0448335
-1.29103, -0.0356243, 0.434969, 0.126861
-0.200503, -1.11222, 0.0404807, -0.100606
-1.1917, -2.64944, 0.00523612, -0.124304
0.489197, 0.654546, -0.811317, -0.0419242
-0.180256, 0.300838, -0.146656, -0.0608924
-0.562303, 0.2704, -0.7703, -0.0664327
0.717653, 0.751308, 0.22911, -0.211114
-0.340963, 0.0818726, 0.0971938, 0.140367
-0.590013, -0.0847242, 0.172203, -0.180691
-0.21336, 0.746952, 0.518064, -0.13272
-0.462589, 0.335248, -0.489276, -0.0538776
-0.111023, 0.413175, -0.0653685, -0.149368
-0.126108, 0.935214, 0.314971, -0.0638204
-0.168848, -0.737417, -0.681549, 0.0684458
0.43446, 0.630231, -0.0089096, -0.145657
-1.31678, -1.34991, -0.42535, -0.127677
-0.0400642, -0.64788, -0.12383, -0.0634645
-0.401922, 0.129361, 0.454974, -0.115007
0.851579, 0.897936, 0.207569, -0.082065
0.784771, -0.416655, 0.494327, -0.00628209
0.128476, 0.184464, -0.230045, 0.0511721
-0.906979, -0.699312, 0.678959, -0.140795
1.57112, -0.0146572, 0.277543, -0.0878444
-0.887448, 0.622601, 0.074399, 0.0878205
-1.19931, 0.383125, 0.361366, -0.0909366
1.54559, 0.382754, -0.0203364, 0.0697207
-0.238214, -0.511216, 0.0942006, 0.0543362
-1.05912, -0.475127, -0.0616368, -0.0514327
-1.25879, -0.848815, -0.144175, 0.134568
0.7418, -0.451284, -0.0494222, 0.165018
0.670993, -0.538532, 0.539368, -0.0150275
-0.276992, -0.633712, -0.103217, -0.0409855
-1.16107, -0.646356, -0.0827495, 0.0883193
0.836361, -0.404414, 0.217616, -0.0590525
-0.139854, 0.559537, -0.675819, 0.0104219
1.89747, -0.552111, 0.0629009, -0.0459411
0.609286, 0.505945, -0.0151034, 0.120296
-0.379998, 0.827715, 0.043706, -0.132781
-0.559199, 0.0457469, 0.0590375, 0.0861969
-0.507903, -0.783734, -0.348965, -0.0742904
1.39503, -0.500031, 0.163963, -0.0149037
0.156533, -0.48616, -0.301457, -0.0305137
1.82611, -0.157614, 0.401323, 0.146244
1.34165, 0.671523, -0.097275, -0.190393
-1.06216, 0.359675, -0.15533, -0.0407834
-0.102998, -0.156701, -0.343858, -0.13439
0.570451, 0.479899, -0.0918211, 0.113896
-1.35388, -0.898342, -0.210104, -0.0109963
-0.00449103, 0.0957164, -0.0589584, 0.0249789
0.350724, -0.474721, -0.0780541, -0.183932
-0.793213, 0.352084, 0.149678, 0.000618175
-0.0489806, -0.434523, -0.383652, 0.0329655
1.15584, -1.34011, 0.254016, -0.113477
-0.357507, 0.776374, -0.371755, -0.0909212
1.04925, -0.22252, 0.247297, 0.201546
-1.03599, -0.774766, 0.758928, -0.00328391
1.3732, 0.378815, -0.0016292, 0.0531942
1.41511, -0.187101, -0.164587, 0.0147613
0.513955, -0.0540261, -0.263854, -0.0258631
-1.40925, 0.704283, 0.0571848, 0.0436601
0.686271, -0.208721, 0.0592715, 0.025352
-0.587794, 0.190137, -0.0667929, -0.0362007
1.29808, -0.249663, 0.169756, -0.11122
0.0643239, -0.724532, -0.158062, -0.0164866
1.61269, -0.425135, -0.180022, -0.0489776
-0.0829756, -1.06173, -0.682379, -0.0187227
0.630111, -1.73688, -0.35731, 0.0444848
0.126868, -0.974247, -0.0503174, 0.0175412
1.12649, 1.41253, 0.0908358, -0.102271
-0.747466, 0.0380234, 0.871509, 0.150229
-0.0916412, -0.338762, -0.337395, 0.0519507
1.28667, -0.119564, 0.229243, -0.0115889
1.29391, -0.881711, 0.0707335, -0.0481732
1.17978, 0.0900487, 0.728662, 0.123389
-0.454891, -0.15808, 0.408368, -0.00827789
0.869697, -0.352034, -0.219432, -0.0325646
-0.61351, 0.273367, 0.537761, -0.0117513
0.0334071, -0.390894, -0.325017, -0.159244
-0.288947, -1.13847, -0.252141, -0.0885357
-1.40268, -0.844668, -0.0887478, 0.153773
-0.480342, -0.166396, 0.0325372, 0.0374177
1.31268, -0.320992, 0.405147, 0.0872931
0.0180555, 0.316206, 0.325626, -0.0400479
1.21822, -0.177512, -0.0383112, -0.101479
-0.948665, -0.286558, 0.0220433, 0.0139882
-1.01313, -1.70963, 0.0690117, -0.0840111
1.07389, -0.482293, -0.66082, 0.0978139
0.340339, 0.0199519, -0.524377, -0.0437593
0.544941, -0.184553, 0.0360702, -0.0074475
-0.0989207, 0.517993, -0.361864, 0.0106676
-0.269227, -0.115164, 0.43999, 0.198488
-0.2308, 0.607493, 0.376581, -0.0853149
1.02421, -0.490582, 0.207627, 0.0347004
-1.53804, -0.406375, -0.45834, 0.109939
1.11895, -0.220892, -0.508463, -0.135493
0.28457, 0.547277, 0.224377, 0.0679423
0.299818, 0.11903, 0.768567, -0.123403
0.638592, -0.270061, 0.339328, 0.17477
0.27516, -0.31616, 0.0128091, 0.0485691
-0.551691, 1.04828, -0.212936, -0.127862
-0.439932, 1.02916, 0.254896, -0.012683
0.800538, -0.165132, -0.678005, 0.158731
0.515691, -0.796815, -0.241846, -0.0574077
0.676371, -1.0955, 0.12846, 0.0658937
-1.2959, -1.86585, 0.586886, -0.16946
0.391738, 0.4218, 0.20934, 0.0992918
-1.47472, -0.00555625, 0.281473, -0.0994663
0.743387, -0.310618, -0.459657, -0.0632267
-0.29161, -1.23448, 0.0308024, 0.0298983
1.13088, -0.318391, -0.173125, -0.114004
1.56595, -0.225659, -0.0287629, 0.0878201
-0.644199, -0.867991, 0.202287, -0.0648777
1.52922, -0.693841, 0.38806, 0.0727601
-1.0954, 0.083735, -0.673373, 0.0381087
0.991063, 0.0643209, 0.289655, 0.129595
-0.0171958, 0.937599, 0.408038, 0.0883887
-0.858313, 0.113538, -0.193012, -0.0042684
0.133647, 0.371834, -0.0829715, 0.147318
0.0661259, 0.116614, -0.228981, 0.0037138
2.86214, 0.636459, 0.422409, 0.223496
-0.334812, 0.523391, 0.222295, -0.0348372
-0.486181, 0.847849, 0.0178018, -0.0475063
0.490084, -1.2791, 0.224479, 0.050255
-1.40044, 0.423986, 0.288862, 0.0163961
1.10111, -0.545152, 0.655862, 0.00263758
-1.76145, -0.1134, -0.230558, -0.0104194
-0.890205, 0.967179, 0.306178, 0.103996
1.99386, -0.355342, -0.0190105, 0.0592999
0.123327, 1.12298, 0.257497, -0.0294774
1.10817, 0.451297, -0.557333, 0.0886397
-0.673926, -0.044418, 0.067273, -0.0768284
-0.768081, -0.208341, -0.45736, 0.0165226
0.767937, -0.597633, 0.359827, -0.0230423
-0.886377, -0.567797, -0.292858, -0.101806
-2.25868, -0.624122, 0.318453, 0.143769
-0.249083, 0.0302262, -0.0414804, 0.00474584
-1.05669, -0.594866, 0.175261, -0.0535805
0.866979, -0.986083, 0.0260612, -0.0443242
-1.29237, -1.69935, 0.300512, 0.0305823
-0.0581776, 0.5978, -0.227813, 0.171173
1.46429, 0.097487, 0.201648, 0.172959
-0.621934, -1.61315, -0.150127, -0.00462523
-1.20542, 0.718703, -0.057168, -0.0449518
-0.881495, -0.418047, -0.075029, -0.149029
1.45702, 0.0657149, -0.0348329, 0.144074
-0.68818, -2.58824, 0.152794, 0.176398
-1.62687, -0.280681, 0.0133729, 0.0973071
-1.63622, 1.69602, -0.25258, -0.102185
-0.399619, 0.139317, -0.259371, 0.0855195
-0.765082, -0.153178, 0.19843, -0.0340696
-0.33716, -0.190807, 0.215425, -0.0251538
-0.484973, 0.370896, 0.344122, 0.172533
0.785141, 0.538854, -0.305996, -0.10003
-0.355148, -0.746451, -0.172622, -0.00382669
0.387495, 0.190687, 0.346388, -0.133621
-1.7884, -0.556495, -0.315195, 0.00408859
0.895534, -0.359378, 0.184746, 0.0935865
0.242241, 0.355099, 0.083555, 0.0143385
-0.130962, 1.2248, -0.502011, -0.0125611
-0.341586, 0.122279, -0.0650896, -0.104755
0.0919739, 0.141768, 0.451129, 0.0133631
-0.458116, 0.489166, 0.578524, 0.00209274
-0.930532, -0.451863, -0.453992, -0.0809818
0.214922, 0.296657, 0.589836, 0.0885834
0.625833, -0.611717, -0.290296, 0.0715728
0.167183, 0.0331499, -0.320209, 0.0220104
1.22595, -0.463961, 0.0513152, 0.0612612
1.01876, -0.364602, 0.314421, 0.203616
1.07776, -0.0560149, -0.391939, 0.0816445
-0.419652, -0.781566, 0.319399, -0.0107732
-2.50383, 0.051402, -0.0111925, -0.0445518
0.326083, -0.678473, -0.0931205, -0.0693676
0.402022, 0.283198, -0.421704, -0.0283063
0.924243, -0.888064, 0.725353, -0.170391
0.845808, -0.276223, 0.313692, 0.0191067
0.192369, -0.169782, -0.0778416, -0.117915
-1.17002, 1.10933, -0.416564, 0.138581
-0.89715, -0.108337, 0.186981, 0.0368839
-1.01471, 0.667724, -0.407357, 0.0203782
-0.580504, -0.0812219, -0.045409, -0.0069476
-1.14778, -0.817105, 0.188303, 0.0377626
-0.197706, -0.297334, 0.283671, -0.0458126
0.0142624, 0.0245215, -0.212523, -0.15824
-1.58054, -0.115017, -0.385823, 0.132535
1.57296, -0.62266, 0.426545, -0.0173244
-0.749765, -0.101603, -0.125134, -0.0581071
1.87502, -0.0901396, -0.32357, 0.0698415
1.08437, 0.0795412, 0.12574, -0.0182874
0.925071, -0.188778, 0.134263, 0.300042
0.43711, 0.571695, -0.104041, -0.0607071
-0.783816, 0.700429, -0.4801, 0.0214006
0.166928, -0.323606, 0.200117, 0.0140856
-1.04103, 0.292422, 0.184652, 0.0818714
-0.585815, -0.916551, 0.252085, -0.0437674
1.30686, 0.957652, -0.41391, -0.00521546
0.928678, 0.0372537, -0.234369, 0.0429196
-0.106425, 1.01636, 0.291206, -0.119457
-0.73732, -0.182564, -0.122456, -0.0636266
-0.801365, 0.0392154, -0.197536, 0.0746652
-0.275893, -0.177495, -0.025859, 0.151
-0.145959, 0.230829, 0.128312, 0.0441389
1.63569, -1.10826, 0.208918, -0.0783
0.114409, -1.39196, 0.877941, 0.00378085
0.613844, -1.0145, -0.382406, -0.0151688
-0.000656165, 0.20046, -0.218522, -0.1598
1.09235, -0.237623, -0.189519, -0.0239097
-0.5079, 1.14022, 0.100208, -0.00527763
-0.61804, 0.422677, -0.266895, -0.0393539
1.37498, -0.40464, -0.397803, 0.0508952
-0.0451213, -0.401802, -0.0219236, 0.10376
0.667828, 0.295404, -0.373208, -0.135208
0.824675, -0.489812, 0.168127, -0.143947
0.366137, -0.562161, 0.0567452, -0.0783791
0.110095, 0.530219, 0.273093, 0.0872875
-0.644075, -0.409168, -0.181067, -0.148885
0.0713016, 1.00101, -0.00530612, -0.146432
-0.715107, 1.15209, -0.158755, 0.152848
0.958699, -0.151129, -0.168081, -0.274292
0.180755, 0.808488, 0.458206, 0.186194
0.211264, -0.0192022, 0.0666363, 0.0374741
1.06971, 0.0465935, -0.185382, -0.206468
0.396311, 0.342777, -0.0154489, 0.118286
1.78252, 0.0673082, 0.234089, -0.188227
-0.538153, 0.0760699, -0.489365, -0.248029
-0.420455, 0.165027, -0.246316, 0.0909759
1.80004, -1.15776, -0.0268732, 0.109955
0.276015, -0.977324, -0.00367722, -0.0776661
0.564656, 0.259852, 0.263693, 0.0547186
1.51029, -0.0489391, 0.161197, -0.0313254
0.63765, 0.935223, 0.0588049, -0.0634007
1.29431, 0.051725, -0.552876, 0.0224543
-0.48957, -0.160645, -0.323534, -0.06704
-1.77816, -0.162661, -0.377838, -0.036002
0.936957, -0.0252997, -0.553062, -0.00322274
0.322351, 0.485139, 0.331398, 0.069494
2.95665, 0.363445, 0.202531, 0.0306109
0.682942, -0.565945, 0.0828008, 0.0481879
0.217186, 1.13363, -0.0758923, 0.177409
0.391036, 1.48854, 0.0183666, -0.191029
0.316879, -0.0525491, -0.422454, -0.115747
-0.00844998, -0.414238, 0.259932, 0.0918585
-0.482593, -0.853409, -0.550399, -0.103142
0.496887, -0.418087, -0.131395, -0.0721115
-0.717932, -0.679939, 0.0368737, -0.0444185
1.01247, -0.0584533, -0.110192, -0.0592116
-1.05736, 0.43943, -0.383561, -0.0557285
-1.0847, 0.971489, 0.344778, 0.0809731
0.365942, -0.496838, -0.163575, -0.00637597
-0.197398, 0.251603, 0.137413, 0.0420866
-0.453969, 0.515173, -0.570086, 0.117526
0.780645, 0.61419, -0.145311, -0.05176
-0.245406, 0.602249, -0.300081, 0.0646834
0.289547, 0.55049, 0.0345642, -0.0540149
1.66819, -1.01288, 0.301476, 0.0777938
0.390138, 0.140458, 0.0770597, -0.0659502
0.717143, 0.0833592, -0.00684537, -0.105484
1.30623, 0.848735, -0.00794836, -0.0542114
-0.317941, -0.148483, -0.290233, 0.147953
-1.66071, -0.699162, -0.0470555, -0.0537488
-0.54331, -0.262936, -0.335888, 0.0295508
0.351573, -0.0841475, 0.332241, -0.185295
-1.6275, -0.762095, 0.0469435, -0.137647
-0.83984, 0.251902, 0.144968, 0.139124
0.387985, -0.650536, -0.0131941, -0.10966
-0.0896249, -0.210839, -0.162588, 0.121594
-1.27716, 0.74382, -0.374279, 0.0343136
0.101782, -0.144573, -0.189523, -0.0413511
-0.605365, 0.0579758, 0.622097, 0.140703
-0.605208, -0.451988, 0.108768, -0.152922
-2.16483, 0.69696, -0.409262, -0.0448037
1.90153, 0.120185, 0.0483906, -0.000291432
-1.14893, 0.693572, 0.140052, -0.012733
-1.25284, 0.0444102, -0.243518, 0.0556157
0.329362, 0.249545, -0.23114, 0.122578
-1.3476, -0.159557, 0.234322, -0.115097
1.48992, 0.385741, -0.545958, -0.0386759
